case_id,husband_age,wife_age,marriage_duration_years,num_children,husband_monthly_income,wife_monthly_income,husband_assets,wife_assets,monthly_household_expenses,husband_education,wife_education,husband_employment,wife_employment,standard_of_living,wife_health_condition,husband_health_condition,wife_career_sacrifice,custody_with,marriage_type,divorce_type,monthly_alimony_amount,alimony_duration_months
169,50,52,16,1,43125,0,2862231,42748,13329,12th Pass,Below 10th,Business,Homemaker,Middle,Moderate,Poor,Yes,Wife,Arranged,Contested,26980,235
170,56,54,29,2,67491,0,2224288,115866,24231,Graduate,Postgraduate,Employed,Homemaker,Middle,Moderate,Good,Yes,Wife,Love,Mutual Consent,43252,324
171,30,34,7,3,335997,168181,26230843,1206043,161499,Below 10th,Graduate,Employed,Employed,High,Good,Good,No,Wife,Love,Mutual Consent,40813,81
172,56,55,24,0,13588,0,423532,78429,5232,12th Pass,12th Pass,Business,Homemaker,Low,Good,Moderate,Yes,N/A,Arranged,Contested,25333,267
173,28,31,2,3,12536,17050,74308,9179,3952,Professional Degree,Graduate,Self-Employed,Self-Employed,Low,Poor,Good,Yes,Shared,Arranged,Contested,16636,111
174,35,36,7,2,36992,0,2589326,251983,11409,Graduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,28470,129
175,41,40,6,2,12701,0,327277,43583,4729,Graduate,Graduate,Self-Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Arranged,Contested,24669,146
176,48,45,5,2,56354,0,2496059,242777,23643,Graduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,32027,119
177,29,33,4,1,20411,0,275805,62674,7505,Below 10th,10th Pass,Self-Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Mutual Consent,17182,106
178,58,57,34,1,77460,26103,1858560,93137,40385,Graduate,Postgraduate,Employed,Employed,Middle,Good,Moderate,Yes,Shared,Arranged,Mutual Consent,29592,304
179,30,28,10,3,34590,0,1212724,20422,8687,10th Pass,Graduate,Employed,Homemaker,Middle,Moderate,Poor,Yes,Husband,Arranged,Mutual Consent,31711,166
180,46,43,22,1,14090,17818,245064,47839,5221,Postgraduate,Graduate,Employed,Employed,Low,Moderate,Good,Yes,Wife,Love,Contested,12632,250
181,35,35,5,2,20559,5479,229278,15860,9721,Graduate,Graduate,Employed,Employed,Low,Good,Moderate,No,Wife,Arranged,Contested,13901,80
182,40,44,18,0,52471,36150,1754202,338572,27141,12th Pass,Graduate,Self-Employed,Employed,Middle,Good,Moderate,No,N/A,Arranged,Contested,10938,148
183,57,56,23,2,66486,35120,2472401,43421,23770,Graduate,Graduate,Business,Employed,Middle,Good,Moderate,No,Wife,Love,Contested,19682,228
184,33,30,6,1,43105,0,2713924,201180,19486,Graduate,10th Pass,Business,Homemaker,Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,28581,146
185,30,30,12,2,70969,0,2089431,96458,30098,Graduate,Graduate,Business,Homemaker,Middle,Good,Good,Yes,Shared,Love,Mutual Consent,36766,175
186,40,45,15,0,35081,0,2092591,182478,10891,Postgraduate,Graduate,Employed,Unemployed,Middle,Moderate,Moderate,Yes,N/A,Arranged,Contested,22128,182
187,53,50,31,4,78822,41608,497361,49067,35807,Graduate,Postgraduate,Self-Employed,Employed,Middle,Good,Good,No,Shared,Love,Contested,30596,286
188,27,25,3,1,25322,0,152955,22722,8226,Professional Degree,Professional Degree,Self-Employed,Homemaker,Low,Good,Moderate,Yes,Wife,Love,Contested,20727,111
189,44,49,9,2,143823,0,5651767,881910,69778,12th Pass,Postgraduate,Business,Homemaker,Upper-Middle,Good,Poor,Yes,Shared,Love,Contested,58274,167
190,60,58,25,2,14313,18649,311901,58958,7296,12th Pass,Below 10th,Self-Employed,Employed,Low,Good,Good,Yes,Wife,Arranged,Contested,19408,248
191,43,42,17,3,154630,0,5209855,518357,60851,Postgraduate,10th Pass,Employed,Unemployed,Upper-Middle,Good,Good,No,Shared,Arranged,Mutual Consent,59063,165
192,50,53,21,1,35339,0,753067,120194,9408,Postgraduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,31133,240
193,27,26,1,2,45353,0,1595596,473948,21370,Professional Degree,10th Pass,Self-Employed,Unemployed,Middle,Good,Moderate,No,Wife,Love,Mutual Consent,22029,28
194,43,48,23,1,103094,78028,2802029,177065,40223,Graduate,Professional Degree,Employed,Employed,Upper-Middle,Poor,Good,No,Wife,Arranged,Contested,22638,261
195,44,46,16,1,93353,83397,6006230,275155,25985,Graduate,Graduate,Employed,Business,Upper-Middle,Good,Good,Yes,Shared,Arranged,Mutual Consent,11257,175
196,56,55,22,2,264945,0,48731315,12317777,92556,Graduate,Graduate,Business,Unemployed,High,Poor,Moderate,Yes,Husband,Love,Mutual Consent,87638,266
197,31,36,11,3,34302,0,798739,98332,11566,Graduate,Below 10th,Employed,Homemaker,Middle,Moderate,Moderate,Yes,Shared,Love,Contested,37462,196
198,57,54,23,2,12967,0,326954,83067,6067,Graduate,12th Pass,Employed,Homemaker,Low,Good,Good,Yes,Wife,Love,Contested,24432,271
199,42,41,17,3,113411,0,6961704,886967,42780,12th Pass,12th Pass,Employed,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Shared,Arranged,Contested,60148,241
200,25,22,4,1,29918,0,373913,2432,12748,Graduate,10th Pass,Self-Employed,Unemployed,Low,Good,Good,No,Wife,Arranged,Contested,17576,73
201,35,33,13,3,91264,0,4856729,546197,36535,Postgraduate,Graduate,Self-Employed,Unemployed,Upper-Middle,Moderate,Poor,No,Wife,Love,Mutual Consent,42626,158
202,52,56,15,0,78924,40266,2921538,534755,36879,Graduate,Professional Degree,Employed,Employed,Middle,Moderate,Good,No,N/A,Arranged,Contested,18412,159
203,49,52,1,2,234940,0,39352444,5283712,109344,Graduate,12th Pass,Employed,Homemaker,High,Moderate,Good,Yes,Wife,Arranged,Mutual Consent,80814,101
204,47,45,22,2,122059,115354,6178299,851387,46948,10th Pass,Postgraduate,Employed,Self-Employed,Upper-Middle,Moderate,Good,No,Wife,Arranged,Mutual Consent,10476,224
205,55,53,30,2,11836,16013,96780,28985,3438,12th Pass,Below 10th,Unemployed,Self-Employed,Low,Good,Moderate,No,Wife,Arranged,Mutual Consent,19702,258
206,54,59,29,1,40884,0,1224662,199911,15223,Postgraduate,Graduate,Employed,Homemaker,Middle,Poor,Good,Yes,Wife,Love,Contested,37326,356
207,59,60,20,2,11568,13894,311056,65036,3447,Graduate,Graduate,Business,Employed,Low,Good,Moderate,No,Wife,Love,Mutual Consent,15710,184
208,31,32,1,0,20514,5117,392181,84825,11031,Postgraduate,12th Pass,Business,Employed,Low,Poor,Good,No,N/A,Arranged,Mutual Consent,7017,54
209,40,42,9,1,76775,35309,1282430,65,41077,12th Pass,12th Pass,Employed,Self-Employed,Middle,Good,Good,No,Husband,Love,Contested,13371,98
210,50,55,12,0,14720,8263,446164,73946,5696,Graduate,Graduate,Self-Employed,Employed,Low,Good,Good,Yes,N/A,Love,Contested,9038,124
211,26,29,4,2,136238,100026,7214763,2084466,35188,Professional Degree,Graduate,Employed,Self-Employed,Upper-Middle,Poor,Good,No,Wife,Court Marriage,Contested,16315,109
212,25,30,4,0,310930,141844,49618819,11176482,112678,Graduate,Graduate,Unemployed,Employed,High,Poor,Good,Yes,N/A,Arranged,Contested,45344,122
213,36,36,13,0,36745,0,1531692,156428,19053,12th Pass,Professional Degree,Self-Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Mutual Consent,19798,170
214,29,27,7,0,16525,0,126861,13874,5559,12th Pass,Graduate,Self-Employed,Homemaker,Low,Good,Good,Yes,N/A,Love,Mutual Consent,13388,88
215,61,60,8,1,131839,0,1405601,128029,57560,12th Pass,10th Pass,Self-Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,46640,165
216,56,56,28,3,93457,0,5294246,1000943,28521,Below 10th,Postgraduate,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Shared,Love,Contested,54756,326
217,33,38,13,3,152132,0,3151502,92006,75693,Graduate,Graduate,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Arranged,Contested,70553,221
218,59,59,9,0,41764,46577,1301885,113264,21615,Postgraduate,Below 10th,Self-Employed,Employed,Middle,Poor,Good,No,N/A,Arranged,Mutual Consent,1000,125
219,43,47,25,2,196104,89901,7278813,1087923,85214,Postgraduate,Postgraduate,Employed,Employed,Upper-Middle,Good,Good,No,Husband,Love,Mutual Consent,47958,234
220,40,45,16,2,29708,0,454210,72930,12986,10th Pass,12th Pass,Employed,Homemaker,Low,Good,Moderate,Yes,Shared,Love,Mutual Consent,25703,195
221,27,32,3,2,319771,0,11401904,2077681,116258,Professional Degree,Professional Degree,Self-Employed,Homemaker,High,Good,Good,Yes,Shared,Love,Contested,109372,107
222,44,44,12,2,259019,139096,26250868,6278354,119699,Graduate,Graduate,Unemployed,Employed,High,Good,Poor,No,Shared,Arranged,Contested,30903,119
223,48,45,18,1,195447,114761,5245399,256872,76915,10th Pass,12th Pass,Business,Business,Upper-Middle,Poor,Poor,No,Wife,Arranged,Mutual Consent,26867,220
224,57,56,17,2,16485,0,304506,20555,7808,10th Pass,Graduate,Business,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Mutual Consent,25415,217
225,48,53,3,1,137344,0,2120708,554976,74241,Graduate,12th Pass,Self-Employed,Homemaker,Upper-Middle,Poor,Good,Yes,Shared,Love,Contested,55571,171
226,35,35,1,0,39876,0,2225623,554953,19806,12th Pass,Below 10th,Business,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Contested,20330,85
227,32,33,13,2,30746,33363,1118724,275733,12458,12th Pass,10th Pass,Self-Employed,Employed,Middle,Good,Good,No,Wife,Love,Mutual Consent,11596,137
228,60,60,4,2,133919,0,4140062,259104,72807,Below 10th,Graduate,Employed,Homemaker,Upper-Middle,Moderate,Moderate,Yes,Husband,Arranged,Contested,56188,142
229,44,45,23,1,15867,0,250255,4373,6856,Graduate,10th Pass,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Mutual Consent,23036,263
230,59,59,28,2,44052,0,947827,148832,11870,10th Pass,12th Pass,Unemployed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,35775,300
231,49,47,16,3,186279,0,2361955,616500,87385,10th Pass,10th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,76285,212
232,59,57,12,3,149258,0,7284515,519058,74034,12th Pass,12th Pass,Self-Employed,Unemployed,Upper-Middle,Good,Good,Yes,Shared,Love,Mutual Consent,58610,138
233,49,49,21,2,91709,0,2892894,784726,26637,Below 10th,Graduate,Employed,Unemployed,Upper-Middle,Moderate,Moderate,Yes,Wife,Love,Mutual Consent,43524,221
234,53,58,21,2,25559,0,190919,8106,11598,10th Pass,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Shared,Love,Contested,27707,263
235,42,46,13,2,96687,116968,1821465,162891,50883,Graduate,10th Pass,Unemployed,Employed,Upper-Middle,Moderate,Good,No,Wife,Love,Contested,5262,164
236,42,41,17,1,15240,0,490067,43854,4959,12th Pass,12th Pass,Business,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,19193,229
237,26,31,8,0,199474,0,7411748,335974,84876,10th Pass,12th Pass,Business,Unemployed,Upper-Middle,Poor,Moderate,No,N/A,Arranged,Mutual Consent,66696,111
238,59,60,13,1,19049,0,132470,34685,6331,10th Pass,Professional Degree,Employed,Homemaker,Low,Good,Good,Yes,Wife,Love,Mutual Consent,22579,178
239,40,39,20,2,98165,0,1966134,243362,47347,Below 10th,10th Pass,Employed,Homemaker,Upper-Middle,Good,Good,Yes,Shared,Love,Mutual Consent,47960,253
240,60,60,32,2,42855,0,920069,52625,18179,Postgraduate,Postgraduate,Employed,Homemaker,Middle,Good,Moderate,Yes,Wife,Court Marriage,Contested,37484,354
241,57,57,37,4,201796,0,36916818,1630736,76364,Graduate,Postgraduate,Employed,Homemaker,High,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,83307,360
242,28,32,2,3,45473,44725,2941129,371388,11763,Graduate,Professional Degree,Employed,Self-Employed,Middle,Poor,Good,No,Shared,Arranged,Contested,9875,107
243,57,58,15,0,60285,39498,1307152,6779,32158,Postgraduate,Graduate,Self-Employed,Business,Middle,Good,Moderate,No,N/A,Arranged,Mutual Consent,8048,118
244,38,42,12,0,52557,0,316025,11477,20987,10th Pass,10th Pass,Employed,Homemaker,Middle,Moderate,Good,Yes,N/A,Arranged,Contested,25120,185
245,45,50,17,0,135891,80760,8509339,9440,66754,Below 10th,Below 10th,Business,Employed,Upper-Middle,Moderate,Good,No,N/A,Arranged,Contested,14968,151
246,44,44,25,2,44219,0,2924890,21397,16253,Graduate,12th Pass,Business,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,36149,277
247,32,35,2,2,12175,10861,295964,88556,6145,12th Pass,12th Pass,Employed,Self-Employed,Low,Good,Moderate,No,Husband,Arranged,Mutual Consent,8392,46
248,31,29,6,4,77125,0,1130598,152253,22984,Graduate,Postgraduate,Self-Employed,Homemaker,Middle,Good,Good,Yes,Wife,Arranged,Mutual Consent,39792,110
249,27,29,1,2,166123,0,4694748,1026635,53067,Professional Degree,Graduate,Self-Employed,Homemaker,Upper-Middle,Poor,Good,Yes,Wife,Arranged,Contested,70844,148
250,41,45,16,3,17341,12121,51985,11495,6069,Graduate,Postgraduate,Employed,Employed,Low,Good,Moderate,No,Wife,Arranged,Contested,21660,163
251,57,60,20,2,21156,0,256773,67819,5851,12th Pass,Graduate,Business,Homemaker,Low,Good,Good,Yes,Wife,Arranged,Contested,29991,264
252,36,39,9,3,69984,0,2100397,65372,26814,Postgraduate,10th Pass,Employed,Homemaker,Middle,Poor,Good,Yes,Shared,Love,Contested,37011,194
253,46,50,27,2,196518,88488,4372748,689590,77777,Graduate,10th Pass,Self-Employed,Employed,Upper-Middle,Good,Good,No,Wife,Arranged,Contested,54382,255
254,46,49,5,2,28941,12177,334991,32331,8231,Postgraduate,12th Pass,Employed,Self-Employed,Low,Moderate,Moderate,No,Wife,Love,Contested,14942,102
255,54,55,23,2,263914,0,22955354,3777181,99793,10th Pass,Below 10th,Business,Homemaker,High,Good,Good,Yes,Wife,Love,Contested,105008,274
256,32,35,1,2,382275,94595,10214093,1017689,118195,12th Pass,Graduate,Self-Employed,Employed,High,Moderate,Moderate,Yes,Shared,Arranged,Contested,77519,84
257,51,50,6,1,10778,0,319455,17601,5524,Below 10th,12th Pass,Business,Homemaker,Low,Moderate,Good,Yes,Husband,Arranged,Contested,16488,144
258,51,52,14,0,13159,17145,166391,33585,5300,12th Pass,Below 10th,Employed,Employed,Low,Moderate,Good,No,N/A,Arranged,Contested,6603,132
259,58,60,17,0,129374,74556,6455205,74420,69291,Graduate,Graduate,Employed,Self-Employed,Upper-Middle,Moderate,Good,No,N/A,Love,Contested,20038,167
260,45,50,25,2,286765,96438,37944642,10192524,101064,12th Pass,Graduate,Employed,Employed,High,Good,Good,No,Shared,Love,Contested,64605,225
261,54,52,19,2,141717,98195,2260388,99185,49943,10th Pass,10th Pass,Business,Employed,Upper-Middle,Poor,Moderate,No,Shared,Arranged,Contested,24644,235
262,57,57,33,0,79417,19416,2222935,410227,27924,10th Pass,Graduate,Employed,Employed,Middle,Good,Good,No,N/A,Arranged,Mutual Consent,34144,264
263,52,55,1,1,22132,0,189237,42817,7314,Graduate,Professional Degree,Employed,Homemaker,Low,Poor,Moderate,Yes,Wife,Arranged,Contested,23828,130
264,57,54,13,1,51762,31687,1179177,25798,25118,10th Pass,12th Pass,Employed,Employed,Middle,Good,Moderate,No,Wife,Arranged,Mutual Consent,14504,129
265,29,27,6,2,48508,44598,594527,161109,16241,Postgraduate,Professional Degree,Employed,Employed,Middle,Good,Moderate,No,Wife,Love,Mutual Consent,9522,72
266,43,48,6,1,46815,46799,2933188,313420,15748,Graduate,Postgraduate,Business,Self-Employed,Middle,Moderate,Good,No,Shared,Arranged,Mutual Consent,5532,80
267,28,31,1,0,34974,0,1140464,341019,9235,12th Pass,Below 10th,Employed,Homemaker,Middle,Good,Good,Yes,N/A,Love,Mutual Consent,17287,64
268,59,60,30,0,13996,0,485886,10026,7552,Graduate,Professional Degree,Self-Employed,Unemployed,Low,Good,Good,Yes,N/A,Love,Contested,15149,259
269,41,43,14,0,59730,0,2286790,491733,30813,Graduate,Graduate,Employed,Unemployed,Middle,Moderate,Good,No,N/A,Arranged,Contested,23931,138
270,52,51,23,3,12626,9577,170942,8241,4264,Professional Degree,Graduate,Employed,Self-Employed,Low,Good,Good,No,Wife,Arranged,Mutual Consent,20790,195
271,54,53,10,1,10490,0,279209,33730,4261,10th Pass,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Wife,Love,Mutual Consent,16244,153
272,53,51,19,2,167350,0,4977455,661821,66073,Postgraduate,12th Pass,Self-Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Wife,Love,Mutual Consent,73543,252
273,30,32,3,2,20273,0,72462,8829,5601,Graduate,12th Pass,Employed,Homemaker,Low,Moderate,Moderate,Yes,Wife,Arranged,Mutual Consent,23548,125
274,59,59,28,4,52643,36298,1023098,103611,21549,Postgraduate,Graduate,Employed,Employed,Middle,Good,Good,No,Wife,Love,Contested,25605,270
275,61,60,23,1,23684,0,345595,79543,6726,Graduate,Professional Degree,Employed,Homemaker,Low,Moderate,Good,Yes,Wife,Love,Contested,27400,287
276,48,47,4,0,21366,10865,302935,74511,8123,Postgraduate,10th Pass,Business,Employed,Low,Poor,Poor,No,N/A,Arranged,Mutual Consent,6797,97
277,53,55,20,0,45771,36394,1660107,167146,12648,Postgraduate,Postgraduate,Employed,Employed,Middle,Good,Moderate,No,N/A,Arranged,Mutual Consent,9421,163
278,55,54,19,1,14989,11412,104917,15191,6395,Below 10th,Professional Degree,Business,Self-Employed,Low,Poor,Good,No,Wife,Arranged,Contested,19684,255
279,59,60,27,2,22021,8141,108776,13763,5829,Postgraduate,12th Pass,Employed,Self-Employed,Low,Good,Good,Yes,Wife,Arranged,Mutual Consent,19828,265
280,57,60,34,0,114130,96362,1498992,266903,50049,Graduate,12th Pass,Business,Employed,Upper-Middle,Good,Moderate,No,N/A,Love,Contested,17118,275
281,45,45,4,1,15689,0,60680,2735,7250,Professional Degree,Graduate,Self-Employed,Homemaker,Low,Poor,Good,Yes,Husband,Arranged,Contested,16946,175
282,56,60,38,3,18603,0,208777,50462,7836,10th Pass,10th Pass,Self-Employed,Unemployed,Low,Good,Moderate,No,Wife,Love,Contested,31494,348
283,47,50,7,2,131392,0,4478215,1070758,51354,Professional Degree,Postgraduate,Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Husband,Arranged,Mutual Consent,56613,141
284,57,56,7,0,11676,5292,269023,47650,3131,Postgraduate,12th Pass,Employed,Self-Employed,Low,Good,Good,Yes,N/A,Arranged,Contested,2989,89
285,27,30,2,0,184839,0,7427016,1662487,46839,12th Pass,12th Pass,Self-Employed,Homemaker,Upper-Middle,Good,Moderate,Yes,N/A,Arranged,Contested,65440,87
286,42,39,20,0,15282,0,180035,53389,5390,10th Pass,Graduate,Self-Employed,Homemaker,Low,Moderate,Good,Yes,N/A,Arranged,Contested,18190,256
287,49,48,26,4,29095,5359,397559,110025,14005,Graduate,Graduate,Self-Employed,Self-Employed,Low,Good,Moderate,No,Wife,Arranged,Contested,28389,270
288,55,57,26,3,52393,0,422486,77498,23272,Graduate,Graduate,Employed,Homemaker,Middle,Good,Good,Yes,Shared,Love,Mutual Consent,35338,287
289,27,27,6,3,352759,0,18837852,2890111,101447,Postgraduate,Graduate,Employed,Homemaker,High,Good,Moderate,Yes,Shared,Arranged,Contested,107930,135
290,48,51,19,3,10602,6360,172874,27721,4838,Postgraduate,Graduate,Self-Employed,Employed,Low,Good,Good,No,Shared,Love,Mutual Consent,10359,165
291,56,55,9,2,71394,41131,1784303,249774,30162,Graduate,12th Pass,Employed,Employed,Middle,Good,Moderate,No,Wife,Arranged,Contested,17861,104
292,46,43,20,1,16812,6565,123131,17739,5043,12th Pass,12th Pass,Unemployed,Employed,Low,Good,Good,No,Shared,Arranged,Contested,17876,209
293,47,52,10,1,11067,0,250034,54910,5274,Postgraduate,Professional Degree,Business,Homemaker,Low,Poor,Good,Yes,Wife,Arranged,Mutual Consent,23351,201
294,26,28,5,2,360855,128742,10578035,3148409,180099,Graduate,12th Pass,Employed,Employed,High,Good,Good,No,Wife,Arranged,Contested,80867,79
295,51,55,16,3,15252,12546,287875,3913,4877,Graduate,Graduate,Self-Employed,Business,Low,Good,Moderate,No,Shared,Arranged,Mutual Consent,18146,137
296,26,25,6,1,150887,0,2677328,184886,66505,Graduate,12th Pass,Self-Employed,Homemaker,Upper-Middle,Moderate,Good,Yes,Shared,Love,Contested,64935,172
297,50,54,17,2,10379,0,166556,10503,3772,Postgraduate,Graduate,Employed,Homemaker,Low,Good,Good,Yes,Shared,Arranged,Contested,20295,225
298,41,39,13,4,194221,106327,4987801,1246236,51961,Professional Degree,10th Pass,Employed,Employed,Upper-Middle,Good,Good,No,Wife,Love,Contested,42505,146
299,57,57,12,0,48679,0,1546177,194690,24748,12th Pass,Below 10th,Employed,Unemployed,Middle,Moderate,Good,No,N/A,Love,Mutual Consent,20172,113
300,33,32,10,3,173716,0,5465967,861106,86201,10th Pass,Professional Degree,Employed,Unemployed,Upper-Middle,Poor,Moderate,No,Shared,Arranged,Contested,64564,160
301,53,50,1,0,22119,0,221161,31127,7639,12th Pass,Graduate,Business,Homemaker,Low,Moderate,Good,Yes,N/A,Love,Mutual Consent,12748,75
302,50,53,32,2,175910,0,6468416,1656589,72026,Professional Degree,Graduate,Self-Employed,Homemaker,Upper-Middle,Poor,Good,Yes,Shared,Arranged,Contested,79047,360
303,59,57,30,1,43887,19614,2278658,341607,17717,Graduate,Graduate,Employed,Employed,Middle,Good,Good,No,Shared,Love,Mutual Consent,21573,270
304,49,49,8,2,65129,0,2382340,477310,19749,Below 10th,Below 10th,Self-Employed,Homemaker,Middle,Moderate,Good,Yes,Shared,Arranged,Mutual Consent,30483,159
305,48,53,21,2,140179,0,4067004,23771,41170,Graduate,Graduate,Unemployed,Homemaker,Upper-Middle,Good,Good,Yes,Wife,Arranged,Contested,64095,250
